subjID,TrialNum,List,ItemNum,Condition,TrialType,SentenceType,Response,
47471896575650251,97,4,38,Speaker_noError,exposure,insertion,
47471896575650251,98,4,127,Speaker_Error,filler,filler,
47471896575650251,99,4,64,Speaker_Error,exposure,swap,
47471896575650251,100,4,101,Speaker_Error,filler,filler,
47471896575650251,101,4,116,Speaker_Error,filler,filler,
47471896575650251,102,4,96,Speaker_noError,filler,filler,
47471896575650251,103,4,94,Speaker_noError,filler,filler,
47471896575650251,104,4,71,Speaker_noError,filler,filler,
47471896575650251,105,4,9,Speaker_noError,test,insertion,
47471896575650251,106,4,46,Speaker_noError,exposure,swap,
47471896575650251,107,4,27,Speaker_Error,test,swap,
47471896575650251,108,4,121,Speaker_Error,filler,filler,
47471896575650251,109,4,80,Speaker_noError,filler,filler,
47471896575650251,110,4,74,Speaker_noError,filler,filler,
47471896575650251,111,4,126,Speaker_Error,filler,filler,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
47471896575650251,,,,,,,
